"filename", "language", "Java", "comment", "blank", "total"
"/Users/linke/modelApp.java/DataMatch.java", "Java", 25, 7, 0, 32
"/Users/linke/modelApp.java/Event.java", "Java", 2, 5, 2, 9
"/Users/linke/modelApp.java/Member.java", "Java", -12, -2, -4, -18
"/Users/linke/modelApp.java/TestCase.java", "Java", -4, 2, -8, -10
"Total", "-", 11, 12, -10, 13
