"filename", "language", "Java", "Markdown", "comment", "blank", "total"
"/Users/linke/modelApp.java/CheckIn.java", "Java", 41, 0, 8, 7, 56
"/Users/linke/modelApp.java/DataMatch.java", "Java", 97, 0, 25, 10, 132
"/Users/linke/modelApp.java/Event.java", "Java", 60, 0, 15, 16, 91
"/Users/linke/modelApp.java/Member.java", "Java", 68, 0, 7, 15, 90
"/Users/linke/modelApp.java/README.md", "Markdown", 0, 4, 0, 1, 5
"/Users/linke/modelApp.java/TestCase.java", "Java", 148, 0, 50, 13, 211
"/Users/linke/modelApp.java/scoreReport.java", "Java", 2, 0, 0, 2, 4
"/Users/linke/modelApp.java/validation/pack/Valid.java", "Java", 90, 0, 16, 14, 120
"Total", "-", 506, 4, 121, 78, 709
