"filename", "language", "Java", "Markdown", "comment", "blank", "total"
"/Users/linke/modelApp.java/CheckIn.java", "Java", 0, 0, 1, 1, 2
"/Users/linke/modelApp.java/Event.java", "Java", 13, 0, 1, 1, 15
"/Users/linke/modelApp.java/README.md", "Markdown", 0, 2, 0, 0, 2
"/Users/linke/modelApp.java/TestCase.java", "Java", 25, 0, 8, 4, 37
"Total", "-", 38, 2, 10, 6, 56
