"filename", "language", "Java", "comment", "blank", "total"
"/Users/linke/modelApp.java/DataMatch.java", "Java", 4, 1, 1, 6
"/Users/linke/modelApp.java/Event.java", "Java", 7, 0, 2, 9
"/Users/linke/modelApp.java/TestCase.java", "Java", 3, 0, 0, 3
"Total", "-", 14, 1, 3, 18
